id	iata	name	country	latitude	longitude
5	AAE	Rabah Bitat Airport 	Algeria	36.82406	7.8215694
13	AAM	Mala Mala Airport	South Africa	-24.815424	31.543955
34	ABJ	Port Bouet Airport 	Ivory Coast	5.2544694	-3.9296293
35	ABK	Kabri Dar Airport	Ethiopia	6.733082	44.242275
43	ABS	Abu Simbel Airport	Egypt	22.367252	31.610336
46	ABV	Nnamdi Azikiwe International Airport	Nigeria	9.004025	7.2690525
53	ACC	Kotoka International Airport	Ghana	5.6060953	-0.1681235
75	ADD	Bole International Airport	Ethiopia	8.980069	38.79893
102	AEH	Abéché Airport	Chad	13.844667	20.849396
128	AGA	Agadir–Al Massira Airport	Morocco	30.327028	-9.4128895
165	AHU	Cherif Al Idrissi Airport	Morocco	0	0
196	AJN	Ouani Airport	Comoros	-12.133332	44.429672
206	AKF	Kufra Airport	Libya	24.176666	23.313334
232	ALG	Houari Boumediene Airport	Algeria	36.697525	3.2067833
249	ALY	El Nouzha Airport	Egypt	31.192316	29.953056
258	AMH	Arba Minch Airport	Ethiopia	6.0404453	37.58893
274	AMY	Ambatomainty Airport	Madagascar	0	0
286	ANM	Antsirabato Airport	Madagascar	-14.998869	50.320316
326	APL	Nampula Airport	Mozambique	-15.1075325	39.28382
359	ARK	Arusha Airport	Tanzania	-3.3672488	36.624912
374	ASA	Assab International Airport	Eritrea	13.071139	42.645916
386	ASM	Asmara International Airport	Eritrea	15.285	38.90167
388	ASO	Asosa Airport	Ethiopia	10.023081	34.57845
394	ASV	Amboseli Airport	Kenya	-2.6456487	37.24872
395	ASW	Aswan International Airport	Egypt	23.966442	32.824474
400	ATB	Atbara Airport	Sudan	17.708649	34.057182
416	ATR	Atar International Airport	Mauritania	20.499443	-13.046389
424	ATZ	Assiut Airport	Egypt	27.050007	31.015408
489	AXU	Axum Airport	Ethiopia	14.144398	38.774773
519	AZR	Touat-Cheikh Sidi Mohamed Belkebir Airport	Algeria	27.841246	-0.1880881
555	BBK	Kasane Airport	Botswana	-17.8306	25.16372
559	BBO	Berbera Airport	Somalia	10.391332	44.94358
635	BEN	Benina International Airport	Libya	0	0
644	BEW	Beira Airport	Mozambique	-19.796824	34.9088
660	BFN	Bloemfontein Airport	South Africa	-29.092735	26.298767
676	BGF	Bangui M'Poko International Airport	Central African Republic	4.396111	18.520279
746	BJA	Soummam – Abane Ramdane Airport	Algeria	36.715378	5.0712886
757	BJL	Banjul International Airport	Gambia	13.34406	-16.6522
758	BJM	Bujumbura International Airport	Burundi	-3.3191886	29.320621
763	BJR	Bahir Dar Airport	Ethiopia	11.602981	37.32352
786	BKO	Bamako–Sénou International Airport	Mali	12.540926	-7.947951
795	BKY	Kavumu Airport	Democratic Republic of the Congo	-2.3076873	28.807968
806	BLJ	Mostépha Ben Boulaid Airport	Algeria	35.757286	6.309525
821	BLZ	Chileka International Airport	Malawi	-15.681326	34.971706
844	BMW	Bordj Mokhtar Airport	Algeria	21.37157	0.923961
855	BNI	Benin Airport	Nigeria	6.3171797	5.6036534
894	BOY	Bobo Dioulasso Airport	Burkina Faso	11.160496	-4.329764
911	BPY	Besalampy Airport	Madagascar	-16.74557	44.480732
952	BSA	Bender Qassim International Airport	Somalia	11.278952	49.150208
958	BSG	Bata Airport	Equatorial Guinea	1.9001143	9.80273
961	BSK	Biskra Airport	Algeria	34.79194	5.7335796
1015	BUO	Burao Airport	Somalia	9.532122	45.558342
1017	BUQ	Joshua Mqabuko Nkomo International Airport	Zimbabwe	-20.018333	28.624722
1024	BUX	Bunia Airport	Democratic Republic of the Congo	1.5676957	30.220587
1029	BVC	Aristides Pereira International Airport 	Cape Verde	16.135412	-22.892334
1133	BZV	Maya-Maya Airport	Republic of the Congo	-4.258899	15.251139
1137	CAB	Cabinda Airport	Angola	-5.596699	12.188059
1144	CAI	Cairo International Airport	Egypt	30.112364	31.40029
1168	CBH	Boudghene Ben Ali Lotfi Airport	Algeria	31.645279	-2.278066
1177	CBQ	Margaret Ekpo International Airport	Nigeria	4.969008	8.346987
1180	CBT	Catumbela Airport	Angola	-12.493838	13.490208
1262	CFK	Chlef International Airport	Algeria	36.217445	1.3247069
1331	CIP	Chipata Airport	Zambia	-13.556944	32.587223
1373	CKY	Conakry International Airport 	Guinea	9.575655	-13.62017
1411	CMN	Mohammed V International Airport	Morocco	33.371754	-7.587027
1464	COO	Cadjehoun Airport	Benin	6.354854	2.3827198
1489	CPT	Cape Town International Airport	South Africa	-33.971462	18.602085
1534	CSK	Cap Skirring Airport	Senegal	12.388051	-16.741894
1664	CZL	Mohamed Boudiaf International Airport	Algeria	36.28347	6.622142
1688	DAR	Julius Nyerere International Airport	Tanzania	-6.872539	39.206917
1772	DIE	Arrachart Airport	Madagascar	-12.351111	49.294167
1781	DIR	Aba Tenna Dejazmach Yilma International Airport	Ethiopia	9.622856	41.854164
1782	DIS	Dolisie Airport	Republic of the Congo	-4.2066555	12.660199
1789	DJE	Djerba–Zarzis International Airport	Tunisia	33.87059	10.775073
1790	DJG	Tiska Djanet Airport	Algeria	24.286697	9.460322
1800	DKR	Léopold Sédar Senghor International Airport	Senegal	14.744207	-17.491457
1803	DLA	Douala International Airport	Cameroon	4.0134387	9.717008
1856	DOG	Dongola Airport	Sudan	19.1525	30.43
1931	DUE	Dundo Airport	Angola	-7.400486	20.81863
1938	DUR	King Shaka International Airport	South Africa	-29.609978	31.116888
1950	DWB	Soalala Airport	Madagascar	-16.102318	45.361023
1968	DZA	Dzaoudzi–Pamandzi International Airport	Mayotte	-12.803014	45.282944
1985	EBB	Entebbe International Airport	Uganda	0.0435913	32.441795
1986	EBD	El Obeid Airport	Sudan	13.159722	30.234167
2013	EDL	Eldoret International Airport	Kenya	0.404862	35.22388
2033	EGN	Geneina Airport	Sudan	13.483364	22.466896
2069	ELF	El Fasher Airport	Sudan	13.622016	25.329483
2070	ELG	El Golea Airport	Algeria	30.571545	2.8688734
2082	ELS	East London Airport	South Africa	-33.03649	27.824621
2084	ELU	Guemar Airport	Algeria	33.511227	6.7846503
2120	ENU	Akanu Ibiam International Airport	Nigeria	6.472048	7.56772
2147	ERH	Moulay Ali Cherif Airport	Morocco	0	0
2154	ERS	Eros Airport	Namibia	-22.607222	17.07889
2177	ESU	Essaouira-Mogador Airport	Morocco	31.403046	-9.688184
2194	EUN	Hassan I Airport	Morocco	27.147701	-13.222516
2253	FBM	Lubumbashi International Airport	Democratic Republic of the Congo	-11.591111	27.530832
2282	FEZ	Fes–Saïss Airport	Morocco	33.928825	-4.979357
2298	FIH	N'djili Airport 	Democratic Republic of the Congo	-4.404734	15.377524
2305	FKI	Bangoka International Airport	Democratic Republic of the Congo	0.486974	25.332651
2341	FNA	Lungi International Airport	Sierra Leone	8.615413	-13.200598
2389	FRW	Francistown Airport	Botswana	-21.160557	27.481943
2407	FTU	Tôlanaro Airport 	Madagascar	-25.038055	46.955833
2441	GAE	Gabès – Matmata International Airport	Tunisia	33.73659	9.914469
2442	GAF	Gafsa – Ksar International Airport	Tunisia	34.42745	8.819828
2459	GAX	Gamba Airport	Gabon	-2.7856205	10.047105
2466	GBE	Sir Seretse Khama International Airport	Botswana	-24.555834	25.918888
2495	GDE	Gode Airport	Ethiopia	5.9344463	43.576313
2505	GDQ	Gondar Airport 	Ethiopia	12.520501	37.43384
2549	GHA	Noumérat – Moufdi Zakaria Airport	Algeria	32.37849	3.8015246
2557	GHT	Ghat Airport	Libya	25.142302	10.142317
2574	GJL	Jijel Ferhat Abbas Airport	Algeria	36.793392	5.877775
2596	GLK	Abdullahi Yusuf International Airport	Somalia	6.7808943	47.45425
2599	GLN	Guelmim Airport	Morocco	29.016846	-10.051294
2611	GMA	Gemena Airport	Democratic Republic of the Congo	3.235556	19.77014
2612	GMB	Gambela Airport	Ethiopia	8.13249	34.5653
2653	GOM	Goma International Airport	Democratic Republic of the Congo	-1.6630867	29.237677
2661	GOU	Garoua International Airport	Cameroon	9.336111	13.375556
2684	GRJ	George Airport	South Africa	-34.004364	22.380974
2775	GXG	Negage Airport	Angola	-7.7544446	15.2875
2804	HAH	Prince Said Ibrahim International Airport	Comoros	-11.535928	43.274208
2823	HBE	Borg El Arab Airport	Egypt	30.93241	29.696465
2848	HDS	Air Force Base Hoedspruit	South Africa	-24.36994	31.044977
2871	HGA	Hargeisa International Airport 	Somalia	0	0
2898	HIL	Shilavo Airport	Ethiopia	6.0832505	44.763927
2919	HLA	Lanseria International Airport	South Africa	-25.937752	27.926416
2940	HME	Oued Irara–Krim Belkacem Airport	Algeria	31.67389	6.140556
2995	HRE	Harare International Airport	Zimbabwe	-17.918783	31.097279
2996	HRG	Hurghada International Airport	Egypt	27.180494	33.807568
3062	HVA	Analalava Airport	Madagascar	0	0
3101	IAM	In Amenas Airport 	Algeria	28.052462	9.637988
3108	IBA	Ibadan Airport	Nigeria	7.3584175	3.9750884
3201	ILR	Ilorin International Airport	Nigeria	8.435384	4.4949965
3225	INH	Inhambane Airport	Mozambique	-23.876308	35.408237
3241	INZ	In Salah Airport	Algeria	27.251959	2.5086925
3245	ION	Impfondo Airport	Republic of the Congo	1.5921782	18.050604
3421	JIB	Djibouti–Ambouli International Airport	Djibouti	11.547222	43.15917
3423	JIJ	Wilwal International Airport	Ethiopia	0	0
3426	JIM	Aba Segud Airport	Ethiopia	7.665595	36.820183
3455	JNB	O. R. Tambo International Airport	South Africa	-26.136673	28.241146
3480	JRO	Kilimanjaro International Airport	Tanzania	-3.4245248	37.06508
3496	JUB	Juba International Airport	South Sudan	4.8675194	31.602684
3508	JVA	Ankavandra Airport	Madagascar	0	0
3520	KAB	Kariba Airport	Zimbabwe	-16.51945	28.885027
3522	KAD	Kaduna Airport	Nigeria	10.694085	7.3230953
3531	KAN	Mallam Aminu Kano International Airport	Nigeria	12.04565	8.522076
3639	KFA	Kiffa Airport	Mauritania	16.589518	-11.40563
3644	KGA	Kananga Airport	Democratic Republic of the Congo	-5.901227	22.475338
3701	KIM	Kimberley Airport	South Africa	-28.801495	24.76652
3707	KIS	Kisumu International Airport	Kenya	-0.0882942	34.725746
3785	KMS	Kumasi Airport	Ghana	6.7144394	-1.5925808
3795	KND	Kindu Airport	Democratic Republic of the Congo	-2.926224	25.915016
3835	KOU	Koulamoutou Airport	Gabon	-1.18459	12.441093
3882	KRT	Khartoum International Airport	Sudan	15.592767	32.552235
3900	KSL	Kassala Airport	Sudan	15.386861	36.3306
3993	KWZ	Kolwezi Airport	Democratic Republic of the Congo	-10.766667	25.506945
4009	KYS	Kayes Airport 	Mali	14.480439	-11.39826
4027	LAD	Quatro de Fevereiro Airport	Angola	-8.847951	13.234862
4039	LAQ	Al Abraq International Airport	Libya	32.78439	21.950684
4042	LAU	Manda Airport	Kenya	-2.252222	40.913055
4068	LBV	Libreville International Airport	Gabon	0.456963	9.409852
4150	LFW	Lomé–Tokoin Airport 	Togo	6.1705465	1.2530653
4218	LKG	Lokichogio Airport	Kenya	4.2033067	34.35463
4238	LLI	Lalibela Airport	Ethiopia	11.975203	38.981155
4247	LLW	Lilongwe International Airport 	Malawi	-13.783333	33.7775
4308	LOS	Murtala Muhammed International Airport	Nigeria	6.5818186	3.3211348
4405	LUD	Lüderitz Airport	Namibia	-26.683489	15.244038
4414	LUN	Kenneth Kaunda International Airport	Zambia	-15.330904	28.454346
4415	LUO	Luena Airport	Angola	-11.767036	19.894608
4429	LVI	Harry Mwanga Nkumbula International Airport	Zambia	-17.825253	25.819218
4456	LXR	Luxor International Airport	Egypt	25.673883	32.701492
4496	MAK	Malakal Airport	South Sudan	9.558889	31.652222
4512	MBA	Moi International Airport	Kenya	-4.0355	39.5973
4515	MBD	Mahikeng Airport 	South Africa	-25.803383	25.539549
4571	MDK	Mbandaka Airport	Democratic Republic of the Congo	0.022797	18.291508
4592	MEG	Malanje Airport	Angola	-9.525021	16.31285
4631	MFU	Mfuwe Airport	Zambia	-13.25605	31.93342
4644	MGH	Margate Airport	South Africa	-30.86014	30.34388
4653	MGQ	Aden Adde International Airport	Somalia	2.014812	45.304913
4703	MIR	Monastir Habib Bourguiba International Airport	Tunisia	35.758057	10.754722
4712	MJA	Manja Airport	Madagascar	-21.426426	44.31715
4721	MJL	Mouila Airport	Gabon	-1.8468255	11.055709
4722	MJM	Mbuji Mayi Airport	Democratic Republic of the Congo	-6.1249275	23.571402
4723	MJN	Amborovy Airport 	Madagascar	-15.666389	46.350834
4754	MKU	Makokou Airport	Gabon	0.5796779	12.891396
4781	MLW	Spriggs Payne Airport	Liberia	6.289444	-10.758333
4799	MMO	Maio Airport	Cape Verde	15.156337	-23.21339
4819	MNJ	Mananjary Airport	Madagascar	-21.202877	48.358143
4850	MOQ	Morondava Airport	Madagascar	-20.287155	44.316883
4860	MPA	Katima Mulilo Airport 	Namibia	-17.631256	24.17812
4870	MPM	Maputo International Airport	Mozambique	-25.92372	32.574867
4898	MQP	Kruger Mpumalanga International Airport	South Africa	-25.385393	31.09851
4906	MQX	Alula Aba Nega Airport	Ethiopia	13.473701	39.530666
4909	MRA	Misrata Airport	Libya	32.342896	15.043077
4913	MRE	Mara Serena Airport	Kenya	-1.405343	35.00964
4929	MRU	Sir Seewoosagur Ramgoolam International Airport	Mauritius	-20.433134	57.678997
4953	MSU	Moshoeshoe I International Airport	Lesotho	-29.455463	27.55906
4955	MSW	Massawa International Airport	Eritrea	15.67103	39.3686
4958	MSZ	Moçâmedes Airport 	Angola	-15.257567	12.150431
4977	MTS	Matsapha Airport	Swaziland	-26.52033	31.314133
4986	MUB	Maun Airport	Botswana	-19.97558	23.42818
4992	MUH	Marsa Matruh International Airport	Egypt	31.33808	27.216972
5007	MUZ	Musoma Airport	Tanzania	-1.4971094	33.800552
5009	MVB	M'Vengue El Hadj Omar Bongo Ondimba International Airport	Gabon	-1.65	13.433333
5024	MVR	Salak Airport	Cameroon	10.453472	14.255773
5055	MWZ	Mwanza Airport	Tanzania	-2.441221	32.923225
5068	MXM	Morombe Airport	Madagascar	-21.752928	43.37549
5074	MXT	Maintirano Airport	Madagascar	-18.05	44.033333
5084	MYD	Malindi Airport	Kenya	-3.2258837	40.10056
5102	MYW	Mtwara Airport	Tanzania	-10.336111	40.181946
5114	MZI	Mopti Airport 	Mali	14.511267	-4.081045
5163	NBO	Jomo Kenyatta International Airport	Kenya	-1.3227102	36.92607
5182	NDB	Nouadhibou International Airport	Mauritania	20.922628	-17.033274
5189	NDJ	N'Djamena International Airport	Chad	12.129376	15.033964
5194	NDR	Nador International Airport	Morocco	34.993984	-3.023767
5217	NGE	Ngaoundéré Airport	Cameroon	7.358532	13.56328
5246	NIM	Diori Hamani International Airport	Niger	13.476534	2.177158
5261	NKC	Nouakchott–Oumtounsy International Airport	Mauritania	18.298717	-15.958082
5275	NLA	Simon Mwansa Kapwepwe International Airport	Zambia	-12.996072	28.657654
5329	NOS	Fascene Airport	Madagascar	-13.311881	48.314404
5332	NOV	Albano Machado Airport	Angola	-12.803149	15.749518
5370	NSI	Yaoundé Nsimalen International Airport	Cameroon	3.7149162	11.547693
5428	NWA	Mohéli Bandar Es Eslam Airport	Comoros	-12.295599	43.762436
5437	NYK	Nanyuki Airport	Kenya	0.0260697	37.02393
5510	OFI	Ouango Fitini Airport	Ivory Coast	0	0
5527	OGX	Ain Beida Airport	Algeria	31.936056	5.408551
5593	OMB	Omboué Hospital Airport	Gabon	-1.5751076	9.262722
5595	OMD	Oranjemund Airport	Namibia	-28.58584	16.445824
5611	OND	Ondangwa Airport	Namibia	-17.882002	15.94355
5657	ORN	Oran Es Sénia Airport	Algeria	35.620247	-0.606133
5710	OUA	Ouagadougou Airport	Burkina Faso	12.356569	-1.5135413
5711	OUD	Angads Airport	Morocco	0	0
5712	OUE	Ouésso Airport	Republic of the Congo	1.6091038	16.039772
5723	OUZ	Tazadit Airport	Mauritania	0	0
5737	OXB	Osvaldo Vieira International Airport	Guinea-Bissau	11.888889	-15.657222
5745	OYE	Oyem Airport	Gabon	1.5379786	11.578359
5746	OYG	Moyo Airport	Uganda	0	0
5758	OZZ	Ouarzazate Airport	Morocco	30.935026	-6.908139
5895	PHC	Port Harcourt International Airport	Nigeria	5.0074987	6.9502153
5899	PHG	Port Harcourt City Airport	Nigeria	5.0074987	6.9502153
5910	PHW	Hendrik Van Eck Airport	South Africa	-23.935833	31.155
5983	PLZ	Port Elizabeth Airport	South Africa	-33.98727	25.614294
5984	PMA	Pemba Airport	Tanzania	-12.991692	40.52434
6021	PNR	Pointe Noire Airport	Republic of the Congo	-4.809799	11.882377
6035	POG	Port-Gentil International Airport	Gabon	-0.719964	8.753584
6039	POL	Pemba Airport	Mozambique	-12.991692	40.52434
6090	PRI	Praslin Island Airport	Seychelles	-4.3234606	55.69215
6135	PTG	Polokwane International Airport	South Africa	-23.859682	29.453285
6227	PZB	Pietermaritzburg Airport	South Africa	-29.642593	30.396027
6234	PZU	Port Sudan New International Airport	Sudan	19.434402	37.23839
6263	RAI	Nelson Mandela International Airport	Cape Verde	14.945274	-23.48653
6265	RAK	Marrakesh Menara Airport	Morocco	31.604788	-8.02105
6279	RBA	Rabat–Salé Airport	Morocco	34.036114	-6.7480955
6303	RCB	Richards Bay Airport	South Africa	-28.7376	32.094234
6438	RMF	Marsa Alam International Airport	Egypt	25.555052	34.590797
6470	ROB	Roberts International Airport	Liberia	6.241239	-10.352785
6503	RRG	Sir Gaëtan Duval Airport	Mauritius	-19.754173	63.358334
6538	RUA	Arua Airport	Uganda	3.0491753	30.912327
6547	RUN	Roland Garros Airport	France	-20.891878	55.512165
6555	RVA	Farafangana Airport	Madagascar	-22.805286	47.820614
6663	SDD	Lubango Mukanka Airport	Angola	-14.92829	13.56812
6685	SEB	Sabha Airport	Libya	26.993761	14.46446
6701	SEW	Siwa Oasis North Airport	Egypt	0	0
6703	SEZ	Seychelles International Airport	Seychelles	-4.6710544	55.511444
6704	SFA	Sfax–Thyna International Airport	Tunisia	34.72352	10.689759
6714	SFL	São Filipe Airport	Cape Verde	14.888497	-24.484539
6747	SGX	Songea Airport	Tanzania	-10.683333	35.583332
6752	SHC	Shire Airport	Ethiopia	14.0844965	38.272602
6773	SHY	Shinyanga Airport	Tanzania	-3.609553	33.5049
6778	SID	Amílcar Cabral International Airport	Cape Verde	16.73458	-22.943975
6839	SKO	Sadiq Abubakar III International Airport	Nigeria	12.917711	5.2084002
6859	SLI	Solwezi Airport	Zambia	-12.173821	26.366972
6895	SMS	Sainte Marie Airport	Madagascar	-17.08964	49.81668
6905	SNE	Preguiça Airport	Cape Verde	16.588451	-24.284092
6961	SPP	Menongue Airport	Angola	-14.659267	17.7166
7016	SRX	Gardabya Airport	Libya	31.063473	16.595
7025	SSG	Malabo International Airport 	Equatorial Guinea	3.757791	8.716096
7026	SSH	Sharm el-Sheikh International Airport	Egypt	27.976828	34.393528
7040	SSY	Mbanza Congo Airport	Angola	-6.268748	14.246498
7093	SVB	Sambava Airport	Madagascar	-14.280171	50.175453
7187	SZA	Soyo Airport	Angola	-6.1407623	12.370955
7242	TBJ	Tabarka–Aïn Draham International Airport	Tunisia	36.97606	8.876678
7247	TBO	Tabora Airport	Tanzania	-5.073513	32.834442
7265	TCH	Tchibanga Airport	Gabon	-3.457935	10.673864
7273	TCP	Taba International Airport	Egypt	29.593668	34.77595
7304	TEE	Cheikh Larbi Tébessi Airport	Algeria	0	0
7318	TET	Chingozi Airport	Mozambique	-16.108334	33.63972
7349	TGR	Sidi Mahdi Airport	Algeria	33.06637	6.0917554
7392	TIN	Tindouf Airport	Algeria	27.70503	-8.165394
7394	TIP	Tripoli International Airport	Libya	32.669445	13.156667
7432	TKQ	Kigoma Airport	Tanzania	-4.8899293	29.671646
7446	TLE	Toliara Airport	Madagascar	-23.387861	43.723194
7454	TLM	Zenata – Messali El Hadj Airport	Algeria	35.012306	-1.4479374
7479	TML	Tamale Airport	Ghana	9.556552	-0.8615559
7480	TMM	Toamasina Airport	Madagascar	-18.109272	49.39248
7485	TMR	Aguenar – Hadj Bey Akhamok Airport	Algeria	22.811111	5.450833
7486	TMS	São Tomé International Airport	São Tomé and Príncipe	0.377778	6.713056
7490	TMX	Timimoun Airport	Algeria	29.236944	0.275556
7499	TNG	Tangier Ibn Battouta Airport	Morocco	35.726597	-5.915068
7510	TNR	Ivato International Airport	Madagascar	-18.799301	47.47527
7522	TOE	Tozeur–Nefta International Airport	Tunisia	33.935337	8.111465
7530	TOM	Timbuktu Airport	Mali	16.729183	-3.0041106
7616	TTA	Tan Tan Airport 	Morocco	28.445442	-11.159068
7633	TTU	Sania Ramel Airport	Morocco	35.59109	-5.33102
7647	TUN	Tunis–Carthage International Airport	Tunisia	36.84586	10.219074
7719	UAS	Samburu Airport 	Kenya	0.5341715	37.532166
7745	UEL	Quelimane Airport	Mozambique	-17.855427	36.868587
7802	ULU	Gulu Airport	Uganda	2.7909794	32.272476
7880	UTN	Upington Airport	South Africa	-28.408636	21.255907
7885	UTT	Mthatha Airport	South Africa	-31.548767	28.671906
7900	UYL	Nyala Airport	Sudan	12.054646	24.954374
7965	VFA	Victoria Falls Airport	Zimbabwe	-18.096323	25.851418
7972	VHC	Henrique de Carvalho Airport	Angola	-9.68971	20.431423
7986	VIL	Dakhla Airport	Morocco	23.71869	-15.93188
8030	VNX	Vilankulo Airport	Mozambique	-22.0156	35.31233
8040	VPE	Ondjiva Pereira Airport	Angola	-17.048004	15.689486
8045	VPY	Chimoio Airport	Mozambique	-19.14868	33.426086
8083	VVZ	Takhamalt Airport	Algeria	26.718187	8.618452
8084	VXC	Lichinga Airport	Mozambique	-13.274426	35.264603
8085	VXE	Cesária Évora Airport 	Cape Verde	16.835642	-25.054012
8104	WAQ	Antsalova Airport	Madagascar	0	0
8132	WDH	Hosea Kutako International Airport	Namibia	-22.484776	17.470316
8160	WHF	Wadi Halfa Airport	Sudan	22.367252	31.610336
8172	WIL	Wilson Airport	Kenya	-1.3203869	36.814903
8213	WMN	Maroantsetra Airport	Madagascar	-15.437837	49.689926
8285	WTS	Tsiroanomandidy Airport	Madagascar	0	0
8301	WVB	Walvis Bay Airport	Namibia	-22.979721	14.645278
8365	XLS	Saint-Louis Airport	Senegal	38.746723	-90.36542
8784	YVA	Iconi Airport	Comoros	-11.711576	43.243385
8911	ZIG	Ziguinchor Airport	Senegal	12.555281	-16.283842
8936	ZNZ	Abeid Amani Karume International Airport	Tanzania	-6.2185335	39.22138
19	AAT	Altay Airport	China	0	0
69	ACX	Xingyi Wanfenglin Airport	China	25.085556	104.95944
144	AGR	Agra Airport	India	27.152697	77.961754
150	AGX	Agatti Aerodrome	India	10.828119	72.179306
195	AJL	Lengpui Airport	India	23.838848	92.62417
201	AKA	Ankang Wulipu Airport	China	32.707447	108.939125
210	AKJ	Asahikawa Airport	Japan	43.671078	142.4539
221	AKU	Aksu Airport	China	41.259983	80.29262
224	AKX	Aktobe Airport	Kazakhstan	50.248756	57.210796
225	AKY	Sittwe Airport	Myanmar	20.134836	92.87314
226	ALA	Almaty International Airport	Kazakhstan	43.349926	77.02529
254	AMD	Sardar Vallabhbhai Patel International Airport	India	23.073425	72.62657
259	AMI	Selaparang Airport 	Indonesia	-8.560627	116.100525
267	AMQ	Pattimura Airport	Indonesia	-3.7057908	128.08888
307	AOJ	Aomori Airport	Japan	40.73828	140.6891
314	AOR	Sultan Abdul Halim Airport	Malaysia	6.1919985	100.39505
342	AQG	Anqing Tianzhushan Airport	China	30.5831	117.05164
375	ASB	Ashgabat International Airport	Turkmenistan	37.984512	58.366512
383	ASJ	Amami Airport	Japan	28.430834	129.7125
415	ATQ	Sri Guru Ram Dass Jee International Airport	India	31.70724	74.7989
488	AXT	Akita Airport	Japan	39.6119	140.21986
516	AZN	Andizhan Airport	Uzbekistan	40.739174	72.31322
529	BAG	Loakan Airport	Philippines	0	0
542	BAV	Baotou Airport	China	40.566456	110.0022
553	BBI	Biju Patnaik International Airport	India	20.250677	85.81453
558	BBN	Bario Airport	Malaysia	3.734438	115.47976
574	BCD	Bacolod–Silay International Airport	Philippines	10.776625	123.01491
605	BDJ	Syamsudin Noor Airport	Indonesia	-3.438203	114.75417
610	BDO	Husein Sastranegara International Airport	Indonesia	0	0
611	BDP	Bhadrapur Airport 	Nepal	26.569523	88.07745
612	BDQ	Vadodara Airport 	India	22.332462	73.21706
637	BEP	Bellary Airport	India	15.17847	76.628204
668	BFV	Buriram Airport	Thailand	15.228529	103.25067
704	BHJ	Bhuj Airport / Bhuj Rudra Mata Air Force Base	India	23.2856	69.67067
705	BHK	Bukhara International Airport	Uzbekistan	39.760323	64.47532
709	BHO	Raja Bhoj Airport	India	23.29079	77.33566
712	BHR	Bharatpur Airport	Nepal	27.678085	84.42995
715	BHU	Bhavnagar Airport	India	21.75378	72.183426
716	BHV	Bahawalpur Airport	Pakistan	29.34989	71.71123
719	BHY	Beihai Fucheng Airport	China	21.540485	109.29339
730	BIK	Frans Kaisiepo Airport	Indonesia	-1.1894938	136.10849
737	BIR	Biratnagar Airport	Nepal	26.482447	87.26352
764	BJS	metropolitan area4	China	0	0
780	BKI	Kota Kinabalu International Airport	Malaysia	5.923076	116.05102
782	BKK	Suvarnabhumi Airport	Thailand	13.689999	100.750114
784	BKM	Bakelalan Airport	Malaysia	3.9753008	115.61829
790	BKS	Fatmawati Soekarno Airport	Indonesia	-3.8605714	102.33933
814	BLR	Kempegowda International Airport	India	13.198635	77.7066
836	BMO	Bhamo Airport	Myanmar	24.26829	97.24973
842	BMU	Sultan Muhammad Salahudin Airport 	Indonesia	-8.541816	118.69219
843	BMV	Buon Ma Thuot Airport	Vietnam	12.664714	108.117226
883	BOM	Chhatrapati Shivaji International Airport	India	19.08956	72.865616
907	BPN	Sultan Aji Muhammad Sulaiman Airport	Indonesia	-1.2658151	116.89773
910	BPX	Qamdo Bamda Airport	China	30.549778	97.106514
955	BSD	Baoshan Yunduan Airport	China	25.051563	99.165794
965	BSO	Basco Airport	Philippines	20.451561	121.98067
974	BSX	Pathein Airport	Myanmar	16.815973	94.77552
983	BTH	Hang Nadim Airport	Indonesia	1.1219254	104.11829
985	BTJ	Sultan Iskandar Muda International Airport	Indonesia	5.5188994	95.41852
996	BTU	Bintulu Airport	Malaysia	3.1238103	113.02402
1019	BUS	Batumi International Airport 	Georgia	41.60679	41.61085
1048	BWA	Gautam Buddha Airport	Nepal	27.506992	83.41994
1061	BWN	Brunei International Airport	Brunei	4.945566	114.93306
1087	BXU	Bancasi Airport	Philippines	8.948707	125.48144
1104	BYN	Bayankhongor Airport	Mongolia	46.165314	100.70354
1125	BZL	Barisal Airport	Bangladesh	22.798735	90.299835
1143	CAH	Cà Mau Airport	Vietnam	9.175962	105.1757
1149	CAN	Guangzhou Baiyun International Airport	China	23.395908	113.30797
1175	CBO	Awang Airport	Philippines	7.1633124	124.214005
1192	CCJ	Calicut International Airport	India	11.139777	75.950806
1193	CCK	Cocos  Islands Airport	Australia	-12.190961	96.83309
1202	CCU	Netaji Subhas Chandra Bose International Airport	India	22.652042	88.44633
1231	CEB	Mactan–Cebu International Airport	Philippines	10.310656	123.980225
1238	CEI	Chiang Rai International Airport 	Thailand	19.95437	99.87901
1275	CGD	Changde Taohuayuan Airport	China	28.921185	111.64358
1282	CGK	Soekarno–Hatta International Airport	Indonesia	-6.127528	106.65371
1283	CGM	Camiguin Airport	Philippines	9.25152	124.7047
1285	CGO	Zhengzhou Xinzheng International Airport	China	34.52534	113.84615
1286	CGP	Shah Amanat International Airport	Bangladesh	22.245699	91.81468
1287	CGQ	Changchun Longjia International Airport	China	43.99522	125.697044
1292	CGY	Laguindingan Airport	Philippines	8.60855	124.45849
1321	CIF	Chifeng Yulong Airport	China	42.15639	118.84001
1323	CIH	Changzhi Wangcun Airport	China	36.24689	113.12857
